Economy;Economy Code;ISO Code;Region;Income Group;Report Year;PENSION SCORE;Is the age at which men and women can retire with full pension benefits the same?;Score;Legal Basis;Is the age at which men and women can retire with partial pension benefits the same?;Score;Legal Basis;Is the mandatory retirement age for men and women the same?;Score;Legal Basis;Are periods of absence due to childcare accounted for in pension benefits?;Score;Legal Basis
Canada;CAN;CAN;High income: OECD;High income;1978;75;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Canada;CAN;CAN;High income: OECD;High income;1979;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan
Canada;CAN;CAN;High income: OECD;High income;1980;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan
Canada;CAN;CAN;High income: OECD;High income;1981;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan
Canada;CAN;CAN;High income: OECD;High income;1982;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan
Canada;CAN;CAN;High income: OECD;High income;1983;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan
Canada;CAN;CAN;High income: OECD;High income;1984;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan
Canada;CAN;CAN;High income: OECD;High income;1985;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan
Canada;CAN;CAN;High income: OECD;High income;1986;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan
Canada;CAN;CAN;High income: OECD;High income;1987;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan
Canada;CAN;CAN;High income: OECD;High income;1988;100;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1989;100;Yes;1;Pension Benefits Act of 29 June 1987, Sec. 36(1);Yes;1;Pension Benefits Act of 29 June 1987, Secs. 42(1) and 75(1)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1990;100;Yes;1;Pension Benefits Act of 29 June 1987, Sec. 36(1);Yes;1;Pension Benefits Act of 29 June 1987, Secs. 42(1) and 75(1)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1991;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1992;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1993;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1994;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1995;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1996;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1997;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1998;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;1999;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2000;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2001;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2002;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2003;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2004;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2005;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2006;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2007;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2008;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2009;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2010;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2011;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2012;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2013;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2014;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2015;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2016;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2017;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2018;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2019;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2020;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2021;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2022;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Canada;CAN;CAN;High income: OECD;High income;2023;100;Yes;1;Pension Benefits Act of 1990, Sec. 35(1);Yes;1;Pension Benefits Act of 1990, Secs. 41(1) and 74(1.3)(c);Yes;1;No applicable provisions could be located;Yes;1;Canada Pension Plan of 1985, Sec. 48(2)
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1971;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1972;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1973;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1974;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1975;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1976;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1977;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1978;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1979;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1980;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1981;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1982;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1983;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1984;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1985;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1986;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Central African Republic;CAF;CAF;Sub-Saharan Africa;Low income;1987;50;No;0;Sécurité Sociale;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
